Id,Name,WOD_2__Units_Of_Measure__c,CurrencyIsoCode,WOD_2__Business_Unit__c,WOD_2__Business_Units__c,WOD_2__Item_Type__c,WOD_2__Major_Part__c,WOD_2__Parent_Product__c,WOD_2__Track_Type__c,WOD_2__Type__c,Business_Units_Text__c,Description_DE__c,Description_EN__c,Description_ES__c,Description_FR__c,Description_HU__c,Description_IT__c,Description_JA__c,Description_NL__c,Description_NO__c,Description_PL__c,Description_TR__c,Is_Active__c,Part_Return_Required__c,Photo_Required__c,Series_Code__c,TWOD_Eligible_for_Discount__c,Warranty_Product_Auto_Number__c,Warranty_Product_Code__c,Wearing_Part__c,KPAD_Number__c,Product_Name__c
a170E0000060TEvQAM,4030000020,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TA9QAM,Serialzied,Series,KBT-EU,Grascontainer,Grass Catcher,Recogedor de csped,Ramasseur,,,,Grass Catcher,,Grass Catcher,Grass Catcher,TRUE,FALSE,FALSE,,FALSE,333,40300,FALSE,40300-00020,4030000020
a170E0000060TEwQAM,4030000030,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TA9QAM,Serialzied,Series,KBT-EU,Handrasenmher,Walk Behind Mower,Segadora de empuje manual,Tondeuse  Mains,,,,Walk Behind Mower,,Walk Behind Mower,Walk Behind Mower,TRUE,FALSE,FALSE,,FALSE,334,40300,FALSE,40300-00030,4030000030
a170E0000060TExQAM,4030000040,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TA9QAM,Serialzied,Series,KBT-EU,Einachsschlepper,Power Tiller,Cultivadora motorizada,Motoculteur,,,,Power Tiller,,Power Tiller,Power Tiller,TRUE,FALSE,FALSE,,FALSE,335,40300,FALSE,40300-00040,4030000040
a170E0000060TEyQAM,4030000050,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TA9QAM,Serialzied,Series,KBT-EU,Frontlader,Front Loader,Pala cargadora delantera,Chargeur,,,,Front Loader,,Front Loader,Front Loader,TRUE,FALSE,FALSE,,FALSE,336,40300,FALSE,40300-00050,4030000050
a170E0000060TEzQAM,4030000060,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TA9QAM,Serialzied,Series,KBT-EU,Rasentrimmer,Brush Cuter,Desbrozadora,Debroussailleuse,,,,Brush Cuter,,Brush Cuter,Brush Cuter,TRUE,FALSE,FALSE,,FALSE,337,40300,FALSE,40300-00060,4030000060
a170E0000060TF0QAM,4030009000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TA9QAM,Serialzied,Series,KBT-EU,andere Landmaschinen Zubehrteile,Other AM Implement Parts,Otras piezas de aperos AM,Autres Accessoires,,,,Other AM Implement Parts,,Other AM Implement Parts,Other AM Implement Parts,TRUE,FALSE,FALSE,,FALSE,338,40300,FALSE,40300-09000,4030009000
a170E0000060TF1QAM,4040000010,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAAQA2,Serialzied,Series,KBT-EU,Frontanbaugerte,Front Attachments,Accesorios frontales,Partie Frontale,,,,Front Attachments,,Front Attachments,Front Attachments,TRUE,FALSE,FALSE,,FALSE,339,40400,FALSE,40400-00010,4040000010
a170E0000060TF2QAM,4040000020,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAAQA2,Serialzied,Series,KBT-EU,Hydrauliksystem,Hydraulic System,Sistema hidr ulico,Systme Hydraulique,,,,Hydraulic System,,Hydraulic System,Hydraulic System,TRUE,FALSE,FALSE,,FALSE,340,40400,FALSE,40400-00020,4040000020
a170E0000060TF3QAM,4040000030,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAAQA2,Serialzied,Series,KBT-EU,Unterwagenrahmen,Track Frame,Bastidor de orugas,Chssis Roulant,,,,Track Frame,,Track Frame,Track Frame,TRUE,FALSE,FALSE,,FALSE,341,40400,FALSE,40400-00030,4040000030
a170E0000060TF4QAM,4040000040,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAAQA2,Serialzied,Series,KBT-EU,Aussen,Exterior,Exterior,Externe,,,,Exterior,,Exterior,Exterior,TRUE,FALSE,FALSE,,FALSE,342,40400,FALSE,40400-00040,4040000040
a170E0000060TF5QAM,4040000050,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAAQA2,Serialzied,Series,KBT-EU,Elektrisches system,Electrical System,Sistema elctrico,Systme lectrique,,,,Electrical System,,Electrical System,Electrical System,TRUE,FALSE,FALSE,,FALSE,343,40400,FALSE,40400-00050,4040000050
a170E0000060TF6QAM,4040000060,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAAQA2,Serialzied,Series,KBT-EU,Service-Kit,Service Kit,Kit mantenimiento,Kit Service,,,,Service Kit,,Service Kit,Service Kit,TRUE,FALSE,FALSE,,FALSE,344,40400,FALSE,40400-00060,4040000060
a170E0000060TF7QAM,4040009000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAAQA2,Serialzied,Series,KBT-EU,Andere Baumaschinenrsatzteile,Other CM Parts,Otras piezas CM,Autres Pices Tp,,,,Other CM Parts,,Other CM Parts,Other CM Parts,TRUE,FALSE,FALSE,,FALSE,345,40400,FALSE,40400-09000,4040009000
a170E0000060TF8QAM,4050000010,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TABQA2,Serialzied,Series,KBT-EU,Hydraulikhammer,Hammer,Martillo,Marteau,,,,Hammer,,Hammer,Hammer,TRUE,FALSE,FALSE,,FALSE,346,40500,FALSE,40500-00010,4050000010
a170E0000060TF9QAM,4050000020,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TABQA2,Serialzied,Series,KBT-EU,Stromerzeuger,Generator,Generador,Gnrateur,,,,Generator,,Generator,Generator,TRUE,FALSE,FALSE,,FALSE,347,40500,FALSE,40500-00020,4050000020
a170E0000060TFAQA2,4050000030,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TABQA2,Serialzied,Series,KBT-EU,S:S.L,S.S.L,S.S.L.,S.S.L,,,,S.S.L,,S.S.L,S.S.L,TRUE,FALSE,FALSE,,FALSE,348,40500,FALSE,40500-00030,4050000030
a170E0000060TFBQA2,4050000040,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TABQA2,Serialzied,Series,KBT-EU,Kettendumper,Carrier,Transportador,Transporteur,,,,Carrier,,Carrier,Carrier,TRUE,FALSE,FALSE,,FALSE,349,40500,FALSE,40500-00040,4050000040
a170E0000060TFCQA2,4050009000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TABQA2,Serialzied,Series,KBT-EU,Diverse Baumaschinenerstzteile,Other CM Implement Parts,Otras piezas de aperos CM,Autres Accessoires,,,,Other CM Implement Parts,,Other CM Implement Parts,Other CM Implement Parts,TRUE,FALSE,FALSE,,FALSE,350,40500,FALSE,40500-09000,4050009000
a170E0000060TFDQA2,4060000010,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TACQA2,Serialzied,Series,KBT-EU,Teile fr Mechanik,Mechanical Parts,Piezas mec nicas,Pices Mcanique,,,,Mechanical Parts,,Mechanical Parts,Mechanical Parts,TRUE,FALSE,FALSE,,FALSE,351,40600,FALSE,40600-00010,4060000010
a170E0000060TFEQA2,4060000020,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TACQA2,Serialzied,Series,KBT-EU,Kraftstoffsystem,Fuel System,Sistema de combustible,Systme Alimentation Gazole,,,,Fuel System,,Fuel System,Fuel System,TRUE,FALSE,FALSE,,FALSE,352,40600,FALSE,40600-00020,4060000020
a170E0000060TFFQA2,4060000030,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TACQA2,Serialzied,Series,KBT-EU,Khlungssystem,Cooling System,Sistema de refrigeraci¢n,Systme Refroidissement,,,,Cooling System,,Cooling System,Cooling System,TRUE,FALSE,FALSE,,FALSE,353,40600,FALSE,40600-00030,4060000030
a170E0000060TFGQA2,4060000040,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TACQA2,Serialzied,Series,KBT-EU,Lufteinlass - System,Air Intake System,Sistema de admisi¢n de aire,Systme Admission,,,,Air Intake System,,Air Intake System,Air Intake System,TRUE,FALSE,FALSE,,FALSE,354,40600,FALSE,40600-00040,4060000040
a170E0000060TFHQA2,4060000050,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TACQA2,Serialzied,Series,KBT-EU,Auslass - System,Exhaust System,Sistema de escape,Systme chappement,,,,Exhaust System,,Exhaust System,Exhaust System,TRUE,FALSE,FALSE,,FALSE,355,40600,FALSE,40600-00050,4060000050
a170E0000060TFIQA2,4060000060,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TACQA2,Serialzied,Series,KBT-EU,Elektrisches System,Electrical System,Sistema elctrico,Systme lectrique,,,,Electrical System,,Electrical System,Electrical System,TRUE,FALSE,FALSE,,FALSE,356,40600,FALSE,40600-00060,4060000060
a170E0000060TFJQA2,4060000070,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TACQA2,Serialzied,Series,KBT-EU,Dichtung,Gasket,Junta,Joint Moteur,,,,Gasket,,Gasket,Gasket,TRUE,FALSE,FALSE,,FALSE,357,40600,FALSE,40600-00070,4060000070
a170E0000060TFKQA2,4060000080,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TACQA2,Serialzied,Series,KBT-EU,Motorfilter,Engine Filter,Filtro del motor,Filtration Moteur,,,,Engine Filter,,Engine Filter,Engine Filter,TRUE,FALSE,FALSE,,FALSE,358,40600,FALSE,40600-00080,4060000080
a170E0000060TFLQA2,4060009000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TACQA2,Serialzied,Series,KBT-EU,andere Motorenteile,Other Engine Parts,Otras piezas del motor,Autres Pices Moteur,,,,Other Engine Parts,,Other Engine Parts,Other Engine Parts,TRUE,FALSE,FALSE,,FALSE,359,40600,FALSE,40600-09000,4060009000
a170E0000060TFMQA2,4110001000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,OIL Common Use Spare Parts,OIL Common Use Spare Parts,OIL Common Use Spare Parts,OIL Common Use Spare Parts,,OIL Common Use Spare Parts,,OIL Common Use Spare Parts,,,OIL Common Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,360,41100,FALSE,41100-01000,4110001000
a170E0000060TFNQA2,4110001100,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,COOLANT,COOLANT,COOLANT,COOLANT,,COOLANT,,COOLANT,,COOLANT,COOLANT,TRUE,FALSE,FALSE,,FALSE,361,41100,FALSE,41100-01100,4110001100
a170E0000060TFOQA2,4110001200,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,GREASE,GREASE,GREASE,GREASE,,GREASE,,GREASE,,GREASE,GREASE,TRUE,FALSE,FALSE,,FALSE,362,41100,FALSE,41100-01200,4110001200
a170E0000060TFPQA2,4110001300,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,BREAK FLUID,BREAK FLUID,BREAK FLUID,BREAK FLUID,,BREAK FLUID,,BREAK FLUID,,BREAK FLUID,BREAK FLUID,TRUE,FALSE,FALSE,,FALSE,363,41100,FALSE,41100-01300,4110001300
a170E0000060TFQQA2,4110001400,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,OTHER OIL,OTHER OIL,OTHER OIL,OTHER OIL,,OTHER OIL,,OTHER OIL,,OTHER OIL,OTHER OIL,TRUE,FALSE,FALSE,,FALSE,364,41100,FALSE,41100-01400,4110001400
a170E0000060TFRQA2,4110001500,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,CHAIN OIL,CHAIN OIL,CHAIN OIL,CHAIN OIL,,CHAIN OIL,,CHAIN OIL,,CHAIN OIL,CHAIN OIL,TRUE,FALSE,FALSE,,FALSE,365,41100,FALSE,41100-01500,4110001500
a170E0000060TFSQA2,4110002000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,OIL Tractor (M) Use Spare Parts,OIL Tractor (M) Use Spare Parts,OIL Tractor (M) Use Spare Parts,OIL Tractor (M) Use Spare Parts,,OIL Tractor (M) Use Spare Parts,,OIL Tractor (M) Use Spare Parts,,OIL Tractor (M) Use Spare Parts,OIL Tractor (M) Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,366,41100,FALSE,41100-02000,4110002000
a170E0000060TFTQA2,4110003000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,OIL AM Use Spare Parts,OIL AM Use Spare Parts,OIL AM Use Spare Parts,OIL AM Use Spare Parts,,OIL AM Use Spare Parts,,OIL AM Use Spare Parts,,,OIL AM Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,367,41100,FALSE,41100-03000,4110003000
a170E0000060TFUQA2,4110004000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,OIL CM Use Spare Parts,OIL CM Use Spare Parts,OIL CM Use Spare Parts,OIL CM Use Spare Parts,,OIL CM Use Spare Parts,,OIL CM Use Spare Parts,,,OIL CM Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,368,41100,FALSE,41100-04000,4110004000
a170E0000060TFVQA2,4110005000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,OIL Engine Use Spare Parts,OIL Engine Use Spare Parts,OIL Engine Use Spare Parts,OIL Engine Use Spare Parts,,OIL Engine Use Spare Parts,,OIL Engine Use Spare Parts,,,OIL Engine Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,369,41100,FALSE,41100-05000,4110005000
a170E0000060TFWQA2,4110006000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,TM OIL,TM OIL,TM OIL,TM OIL,,TM OIL,,TM OIL,,TM OIL,TM OIL,TRUE,FALSE,FALSE,,FALSE,370,41100,FALSE,41100-06000,4110006000
a170E0000060TFXQA2,4110007000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,ENGINE OIL,ENGINE OIL,ENGINE OIL,ENGINE OIL,,ENGINE OIL,,ENGINE OIL,,ENGINE OIL,ENGINE OIL,TRUE,FALSE,FALSE,,FALSE,371,41100,FALSE,41100-07000,4110007000
a170E0000060TFYQA2,4110008000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,GEAR OIL,GEAR OIL,GEAR OIL,GEAR OIL,,GEAR OIL,,TM OIL,,GEAR OIL,GEAR OIL,TRUE,FALSE,FALSE,,FALSE,372,41100,FALSE,41100-08000,4110008000
a170E0000060TFZQA2,4110009000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TADQA2,Serialzied,Series,KBT-EU,HYD OIL,HYD OIL,HYD OIL,HYD OIL,,HYD OIL,,HYD OIL,,HYD OIL,HYD OIL,TRUE,FALSE,FALSE,,FALSE,373,41100,FALSE,41100-09000,4110009000
a170E0000060TFaQAM,4111001000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAEQA2,Serialzied,Series,KBT-EU,BATTERY Common Use Spare Parts,BATTERY Common Use Spare Parts,BATTERY Common Use Spare Parts,BATTERY Common Use Spare Parts,,BATTERY Common Use Spare Parts,,BATTERY Common Use Spare Parts,,,BATTERY Common Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,374,41110,FALSE,41110-01000,4111001000
a170E0000060TFbQAM,4111002000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAEQA2,Serialzied,Series,KBT-EU,BATTERY Tractor (M) Use Spare Parts,BATTERY Tractor (M) Use Spare Parts,BATTERY Tractor (M) Use Spare Parts,BATTERY Tractor (M) Use Spare Parts,,BATTERY Tractor (M) Use Spare Parts,,BATTERY Tractor (M) Use Spare Parts,,BATTERY Tractor (M) Use Spare Parts,BATTERY Tractor (M) Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,375,41110,FALSE,41110-02000,4111002000
a170E0000060TFcQAM,4111003000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAEQA2,Serialzied,Series,KBT-EU,BATTERY AM Use Spare Parts,BATTERY AM Use Spare Parts,BATTERY AM Use Spare Parts,BATTERY AM Use Spare Parts,,BATTERY AM Use Spare Parts,,BATTERY AM Use Spare Parts,,,BATTERY AM Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,376,41110,FALSE,41110-03000,4111003000
a170E0000060TFdQAM,4111004000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAEQA2,Serialzied,Series,KBT-EU,BATTERY CM Use Spare Parts,BATTERY CM Use Spare Parts,BATTERY CM Use Spare Parts,BATTERY CM Use Spare Parts,,BATTERY CM Use Spare Parts,,BATTERY CM Use Spare Parts,,,BATTERY CM Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,377,41110,FALSE,41110-04000,4111004000
a170E0000060TFeQAM,4111005000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAEQA2,Serialzied,Series,KBT-EU,BATTERY Engine Use Spare Parts,BATTERY Engine Use Spare Parts,BATTERY Engine Use Spare Parts,BATTERY Engine Use Spare Parts,,BATTERY Engine Use Spare Parts,,BATTERY Engine Use Spare Parts,,,BATTERY Engine Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,378,41110,FALSE,41110-05000,4111005000
a170E0000060TFfQAM,4112001000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAFQA2,Serialzied,Series,KBT-EU,FILTER Common Use Spare Parts,FILTER Common Use Spare Parts,FILTER Common Use Spare Parts,FILTER Common Use Spare Parts,,FILTER Common Use Spare Parts,,FILTER Common Use Spare Parts,,,FILTER Common Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,379,41120,FALSE,41120-01000,4112001000
a170E0000060TFgQAM,4112002000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAFQA2,Serialzied,Series,KBT-EU,FILTER Tractor (M) Use Spare Parts,FILTER Tractor (M) Use Spare Parts,FILTER Tractor (M) Use Spare Parts,FILTER Tractor (M) Use Spare Parts,,FILTER Tractor (M) Use Spare Parts,,FILTER Tractor (M) Use Spare Parts,,FILTER Tractor (M) Use Spare Parts,FILTER Tractor (M) Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,380,41120,FALSE,41120-02000,4112002000
a170E0000060TFhQAM,4112003000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAFQA2,Serialzied,Series,KBT-EU,FILTER AM Use Spare Parts,FILTER AM Use Spare Parts,FILTER AM Use Spare Parts,FILTER AM Use Spare Parts,,FILTER AM Use Spare Parts,,FILTER AM Use Spare Parts,,,FILTER AM Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,381,41120,FALSE,41120-03000,4112003000
a170E0000060TFiQAM,4112004000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAFQA2,Serialzied,Series,KBT-EU,FILTER CM Use Spare Parts,FILTER CM Use Spare Parts,FILTER CM Use Spare Parts,FILTER CM Use Spare Parts,,FILTER CM Use Spare Parts,,FILTER CM Use Spare Parts,,,FILTER CM Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,382,41120,FALSE,41120-04000,4112004000
a170E0000060TFjQAM,4112005000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAFQA2,Serialzied,Series,KBT-EU,FILTER Engine Use Spare Parts,FILTER Engine Use Spare Parts,FILTER Engine Use Spare Parts,FILTER Engine Use Spare Parts,,FILTER Engine Use Spare Parts,,FILTER Engine Use Spare Parts,,,FILTER Engine Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,383,41120,FALSE,41120-05000,4112005000
a170E0000060TFkQAM,4113001000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAGQA2,Serialzied,Series,KBT-EU,BELT Common Use Spare Parts,BELT Common Use Spare Parts,BELT Common Use Spare Parts,BELT Common Use Spare Parts,,BELT Common Use Spare Parts,,BELT Common Use Spare Parts,,,BELT Common Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,384,41130,FALSE,41130-01000,4113001000
a170E0000060TFlQAM,4113002000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAGQA2,Serialzied,Series,KBT-EU,BELT Tractor (M) Use Spare Parts,BELT Tractor (M) Use Spare Parts,BELT Tractor (M) Use Spare Parts,BELT Tractor (M) Use Spare Parts,,BELT Tractor (M) Use Spare Parts,,BELT Tractor (M) Use Spare Parts,,BELT Tractor (M) Use Spare Parts,BELT Tractor (M) Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,385,41130,FALSE,41130-02000,4113002000
a170E0000060TFmQAM,4113003000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAGQA2,Serialzied,Series,KBT-EU,BELT AM Use Spare Parts,BELT AM Use Spare Parts,BELT AM Use Spare Parts,BELT AM Use Spare Parts,,BELT AM Use Spare Parts,,BELT AM Use Spare Parts,,,BELT AM Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,386,41130,FALSE,41130-03000,4113003000
a170E0000060TFnQAM,4113004000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAGQA2,Serialzied,Series,KBT-EU,BELT CM Use Spare Parts,BELT CM Use Spare Parts,BELT CM Use Spare Parts,BELT CM Use Spare Parts,,BELT CM Use Spare Parts,,BELT CM Use Spare Parts,,,BELT CM Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,387,41130,FALSE,41130-04000,4113004000
a170E0000060TFoQAM,4113005000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAGQA2,Serialzied,Series,KBT-EU,BELT Engine Use Spare Parts,BELT Engine Use Spare Parts,BELT Engine Use Spare Parts,BELT Engine Use Spare Parts,,BELT Engine Use Spare Parts,,BELT Engine Use Spare Parts,,,BELT Engine Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,388,41130,FALSE,41130-05000,4113005000
a170E0000060TFpQAM,4114001000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAHQA2,Serialzied,Series,KBT-EU,BLADE Common Use Spare Parts,BLADE Common Use Spare Parts,BLADE Common Use Spare Parts,BLADE Common Use Spare Parts,,BLADE Common Use Spare Parts,,BLADE Common Use Spare Parts,,,BLADE Common Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,389,41140,FALSE,41140-01000,4114001000
a170E0000060TFqQAM,4114002000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAHQA2,Serialzied,Series,KBT-EU,BLADE Tractor (M) Use Spare Parts,BLADE Tractor (M) Use Spare Parts,BLADE Tractor (M) Use Spare Parts,BLADE Tractor (M) Use Spare Parts,,BLADE Tractor (M) Use Spare Parts,,BLADE Tractor (M) Use Spare Parts,,BLADE Tractor (M) Use Spare Parts,BLADE Tractor (M) Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,390,41140,FALSE,41140-02000,4114002000
a170E0000060TFrQAM,4114003000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAHQA2,Serialzied,Series,KBT-EU,BLADE AM Use Spare Parts,BLADE AM Use Spare Parts,BLADE AM Use Spare Parts,BLADE AM Use Spare Parts,,BLADE AM Use Spare Parts,,BLADE AM Use Spare Parts,,,BLADE AM Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,391,41140,FALSE,41140-03000,4114003000
a170E0000060TFsQAM,4114004000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAHQA2,Serialzied,Series,KBT-EU,BLADE CM Use Spare Parts,BLADE CM Use Spare Parts,BLADE CM Use Spare Parts,BLADE CM Use Spare Parts,,BLADE CM Use Spare Parts,,BLADE CM Use Spare Parts,,,BLADE CM Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,392,41140,FALSE,41140-04000,4114004000
a170E0000060TFtQAM,4114005000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAHQA2,Serialzied,Series,KBT-EU,BLADE Engine Use Spare Parts,BLADE Engine Use Spare Parts,BLADE Engine Use Spare Parts,BLADE Engine Use Spare Parts,,BLADE Engine Use Spare Parts,,BLADE Engine Use Spare Parts,,,BLADE Engine Use Spare Parts,TRUE,FALSE,FALSE,,FALSE,393,41140,FALSE,41140-05000,4114005000
a170E0000060TFuQAM,4115001000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAIQA2,Serialzied,Series,KBT-EU,"REPAIR KIT, ENGINE GASKET Common Use Spa","REPAIR KIT, ENGINE GASKET Common Use Spa","REPAIR KIT, ENGINE GASKET Common Use Spa","REPAIR KIT, ENGINE GASKET Common Use Spa",,"REPAIR KIT, ENGINE GASKET Common Use Spa",,"REPAIR KIT, ENGINE GASKET Common Use Spa",,,"REPAIR KIT, ENGINE GASKET Common Use Spa",TRUE,FALSE,FALSE,,FALSE,394,41150,FALSE,41150-01000,4115001000
a170E0000060TFvQAM,4115002000,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TAIQA2,Serialzied,Series,KBT-EU,"REPAIR KIT, ENGINE GASKET Tractor (M) Us","REPAIR KIT, ENGINE GASKET Tractor (M) Us","REPAIR KIT, ENGINE GASKET Tractor (M) Us","REPAIR KIT, ENGINE GASKET Tractor (M) Us",,"REPAIR KIT, ENGINE GASKET Tractor (M) Us",,"REPAIR KIT, ENGINE GASKET Tractor (M) Us",,"REPAIR KIT, ENGINE GASKET Tractor (M) Us","REPAIR KIT, ENGINE GASKET Tractor (M) Us",TRUE,FALSE,FALSE,,FALSE,395,41150,FALSE,41150-02000,4115002000
