Id,Name,WOD_2__Units_Of_Measure__c,CurrencyIsoCode,WOD_2__Business_Unit__c,WOD_2__Business_Units__c,WOD_2__Item_Type__c,WOD_2__Major_Part__c,WOD_2__Parent_Product__c,WOD_2__Track_Type__c,WOD_2__Type__c,Business_Units_Text__c,Description_DE__c,Description_EN__c,Description_ES__c,Description_FR__c,Description_HU__c,Description_IT__c,Description_JA__c,Description_NL__c,Description_NO__c,Description_PL__c,Description_TR__c,Is_Active__c,Part_Return_Required__c,Photo_Required__c,Series_Code__c,TWOD_Eligible_for_Discount__c,Warranty_Product_Auto_Number__c,Warranty_Product_Code__c,Wearing_Part__c,KPAD_Number__c,Product_Name__c
a170E0000060TYXQA2,1.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCKQA2,Serialzied,Model,KBT-EU,T1870,T1870,T1870,T1870,,T1870,,T1870,,T1870,T1870,TRUE,FALSE,FALSE,1020000600,FALSE,1546,10200,FALSE,10200-00400,1.02E+17
a170E0000060TYYQA2,1.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCKQA2,Serialzied,Model,KBT-EU,T1880-42-EU,T1880-42-EU,T1880-42-EU,T1880-42-EU,,T1880-42-EU,,T1880-42-EU,,T1880-42-EU,T1880-42-EU,TRUE,FALSE,FALSE,1020000600,FALSE,1547,10200,FALSE,10200-00600,1.02E+17
a170E0000060TYZQA2,1.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCLQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1020000700,FALSE,1548,10200,FALSE,10200-00100,1.02E+17
a170E0000060TYaQAM,1.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCMQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1020000800,FALSE,1549,10200,FALSE,10200-00100,1.02E+17
a170E0000060TYbQAM,1.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCNQA2,Serialzied,Model,KBT-EU,Ze-421,Ze-421,Ze-421,Ze-421,,Ze-421,,Ze-421,,Ze-421,Ze-421,TRUE,FALSE,FALSE,1020000900,FALSE,1550,10200,FALSE,10200-00100,1.02E+17
a170E0000060TYcQAM,1.02E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCNQA2,Serialzied,Model,KBT-EU,Ze-481,Ze-481,Ze-481,Ze-481,,Ze-481,,Ze-481,,Ze-481,Ze-481,TRUE,FALSE,FALSE,1020000900,FALSE,1551,10200,FALSE,10200-00200,1.02E+17
a170E0000060TYdQAM,1.02008E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCOQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1020080000,FALSE,1552,10200,FALSE,10200-00100,1.02008E+17
a170E0000060TYeQAM,1.02008E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCOQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1020080000,FALSE,1553,10200,FALSE,10200-00200,1.02008E+17
a170E0000060TYfQAM,1.02008E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCOQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1020080000,FALSE,1554,10200,FALSE,10200-00300,1.02008E+17
a170E0000060TYgQAM,1.02008E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCOQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1020080000,FALSE,1555,10200,FALSE,10200-00400,1.02008E+17
a170E0000060TYhQAM,1.02008E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCOQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1020080000,FALSE,1556,10200,FALSE,10200-00500,1.02008E+17
a170E0000060TYiQAM,1.02008E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCOQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1020080000,FALSE,1557,10200,FALSE,10200-00600,1.02008E+17
a170E0000060TYjQAM,1.02008E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCOQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1020080000,FALSE,1558,10200,FALSE,10200-00700,1.02008E+17
a170E0000060TYkQAM,1.02008E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCOQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1020080000,FALSE,1559,10200,FALSE,10200-00800,1.02008E+17
a170E0000060TYlQAM,1.02008E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCOQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1020080000,FALSE,1560,10200,FALSE,10200-00900,1.02008E+17
a170E0000060TYmQAM,1.02008E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCOQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1020080000,FALSE,1561,10200,FALSE,10200-01000,1.02008E+17
a170E0000060TYnQAM,1.02008E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCOQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1020080000,FALSE,1562,10200,FALSE,10200-00000,1.02008E+17
a170E0000060TYoQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W5019,W5019,W5019,W5019,,W5019,,W5019,,W5019,W5019,TRUE,FALSE,FALSE,1030000100,FALSE,1563,10300,FALSE,10300-00010,1.03E+17
a170E0000060TYpQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W5021,W5021,W5021,W5021,,W5021,,W5021,,W5021,W5021,TRUE,FALSE,FALSE,1030000100,FALSE,1564,10300,FALSE,10300-00020,1.03E+17
a170E0000060TYqQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1565,10300,FALSE,10300-00100,1.03E+17
a170E0000060TYrQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1566,10300,FALSE,10300-00200,1.03E+17
a170E0000060TYsQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1567,10300,FALSE,10300-00300,1.03E+17
a170E0000060TYtQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1568,10300,FALSE,10300-00400,1.03E+17
a170E0000060TYuQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1569,10300,FALSE,10300-00500,1.03E+17
a170E0000060TYvQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1570,10300,FALSE,10300-00600,1.03E+17
a170E0000060TYwQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1571,10300,FALSE,10300-00700,1.03E+17
a170E0000060TYxQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1572,10300,FALSE,10300-00800,1.03E+17
a170E0000060TYyQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1573,10300,FALSE,10300-00900,1.03E+17
a170E0000060TYzQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1574,10300,FALSE,10300-01000,1.03E+17
a170E0000060TZ0QAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,KR518T,KR518T,KR518T,KR518T,,KR518T,,KR518T,,KR518T,KR518T,TRUE,FALSE,FALSE,1030000100,FALSE,1575,10300,FALSE,10300-01010,1.03E+17
a170E0000060TZ1QAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,KR518TC,KR518TC,KR518TC,KR518TC,,KR518TC,,KR518TC,,KR518TC,KR518TC,TRUE,FALSE,FALSE,1030000100,FALSE,1576,10300,FALSE,10300-01020,1.03E+17
a170E0000060TZ2QAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,KB48T,KB48T,KB48T,KB48T,,KB48T,,KB48T,,KB48T,KB48T,TRUE,FALSE,FALSE,1030000100,FALSE,1577,10300,FALSE,10300-01030,1.03E+17
a170E0000060TZ3QAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,KB48T O,KB48T O,KB48T O,KB48T O,,KB48T O,,KB48T O,,KB48T O,KB48T O,TRUE,FALSE,FALSE,1030000100,FALSE,1578,10300,FALSE,10300-01040,1.03E+17
a170E0000060TZ4QAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,KB48TC,KB48TC,KB48TC,KB48TC,,KB48TC,,KB48TC,,KB48TC,KB48TC,TRUE,FALSE,FALSE,1030000100,FALSE,1579,10300,FALSE,10300-01050,1.03E+17
a170E0000060TZ5QAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1580,10300,FALSE,10300-01100,1.03E+17
a170E0000060TZ6QAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1581,10300,FALSE,10300-01200,1.03E+17
a170E0000060TZ7QAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1582,10300,FALSE,10300-01300,1.03E+17
a170E0000060TZ8QAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1583,10300,FALSE,10300-01400,1.03E+17
a170E0000060TZ9QAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1584,10300,FALSE,10300-01450,1.03E+17
a170E0000060TZAQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1585,10300,FALSE,10300-01500,1.03E+17
a170E0000060TZBQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1586,10300,FALSE,10300-01550,1.03E+17
a170E0000060TZCQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1587,10300,FALSE,10300-01600,1.03E+17
a170E0000060TZDQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1588,10300,FALSE,10300-01700,1.03E+17
a170E0000060TZEQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000100,FALSE,1589,10300,FALSE,10300-01800,1.03E+17
a170E0000060TZFQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W521TC,W521TC,W521TC,W521TC,,W521TC,,W521TC,,W521TC,W521TC,TRUE,FALSE,FALSE,1030000100,FALSE,1590,10300,FALSE,10300-02010,1.03E+17
a170E0000060TZGQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W521HTC,W521HTC,W521HTC,W521HTC,,W521HTC,,W521HTC,,W521HTC,W521HTC,TRUE,FALSE,FALSE,1030000100,FALSE,1591,10300,FALSE,10300-02020,1.03E+17
a170E0000060TZHQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W621HTC,W621HTC,W621HTC,W621HTC,,W621HTC,,W621HTC,,W621HTC,W621HTC,TRUE,FALSE,FALSE,1030000100,FALSE,1592,10300,FALSE,10300-02030,1.03E+17
a170E0000060TZIQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W721,W721,W721,W721,,W721,,W721,,W721,W721,TRUE,FALSE,FALSE,1030000100,FALSE,1593,10300,FALSE,10300-03010,1.03E+17
a170E0000060TZJQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W721 PRO,W721 PRO,W721 PRO,W721 PRO,,W721 PRO,,W721 PRO,,W721 PRO,W721 PRO,TRUE,FALSE,FALSE,1030000100,FALSE,1594,10300,FALSE,10300-03020,1.03E+17
a170E0000060TZKQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W721 PRO HST,W721 PRO HST,W721 PRO HST,W721 PRO HST,,W721 PRO HST,,W721 PRO HST,,W721 PRO HST,W721 PRO HST,TRUE,FALSE,FALSE,1030000100,FALSE,1595,10300,FALSE,10300-03030,1.03E+17
a170E0000060TZLQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W821,W821,W821,W821,,W821,,W821,,W821,W821,TRUE,FALSE,FALSE,1030000100,FALSE,1596,10300,FALSE,10300-04010,1.03E+17
a170E0000060TZMQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W821-PRO,W821-PRO,W821-PRO,W821-PRO,,W821-PRO,,W821-PRO,,W821-PRO,W821-PRO,TRUE,FALSE,FALSE,1030000100,FALSE,1597,10300,FALSE,10300-04020,1.03E+17
a170E0000060TZNQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W821-PRO HST,W821-PRO HST,W821-PRO HST,W821-PRO HST,,W821-PRO HST,,W821-PRO HST,,W821-PRO HST,W821-PRO HST,TRUE,FALSE,FALSE,1030000100,FALSE,1598,10300,FALSE,10300-04030,1.03E+17
a170E0000060TZOQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W821R-PRO,W821R-PRO,W821R-PRO,W821R-PRO,,W821R-PRO,,W821R-PRO,,W821R-PRO,W821R-PRO,TRUE,FALSE,FALSE,1030000100,FALSE,1599,10300,FALSE,10300-04040,1.03E+17
a170E0000060TZPQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W819-PRO,W819-PRO,W819-PRO,W819-PRO,,W819-PRO,,W819-PRO,,W819-PRO,W819-PRO,TRUE,FALSE,FALSE,1030000100,FALSE,1600,10300,FALSE,10300-04050,1.03E+17
a170E0000060TZQQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W819R-PRO,W819R-PRO,W819R-PRO,W819R-PRO,,W819R-PRO,,W819R-PRO,,W819R-PRO,W819R-PRO,TRUE,FALSE,FALSE,1030000100,FALSE,1601,10300,FALSE,10300-04060,1.03E+17
a170E0000060TZRQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCPQA2,Serialzied,Model,KBT-EU,W Series Accessories,W Series Accessories,W Series Accessories,W Series Accessories,,W Series Accessories,,W Series Accessories,,W Series Accessories,W Series Accessories,TRUE,FALSE,FALSE,1030000100,FALSE,1602,10300,FALSE,10300-00000,1.03E+17
a170E0000060TZSQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,T250,T250,T250,T250,,T250,,T250,,T250,T250,TRUE,FALSE,FALSE,1030000200,FALSE,1603,10300,FALSE,10300-00010,1.03E+17
a170E0000060TZTQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,not in use,not in use,not in use,not in use,,not in use,,not in use,,not in use,not in use,TRUE,FALSE,FALSE,1030000200,FALSE,1604,10300,FALSE,10300-00100,1.03E+17
a170E0000060TZUQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,MK40,MK40,MK40,MK40,,MK40,,MK40,,MK40,MK40,TRUE,FALSE,FALSE,1030000200,FALSE,1605,10300,FALSE,10300-01010,1.03E+17
a170E0000060TZVQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,EK50,EK50,EK50,EK50,,EK50,,EK50,,EK50,EK50,TRUE,FALSE,FALSE,1030000200,FALSE,1606,10300,FALSE,10300-01020,1.03E+17
a170E0000060TZWQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,TF20R,TF20R,TF20R,TF20R,,TF20R,,TF20R,,TF20R,TF20R,TRUE,FALSE,FALSE,1030000200,FALSE,1607,10300,FALSE,10300-02010,1.03E+17
a170E0000060TZXQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,TF25,TF25,TF25,TF25,,TF25,,TF25,,TF25,TF25,TRUE,FALSE,FALSE,1030000200,FALSE,1608,10300,FALSE,10300-02020,1.03E+17
a170E0000060TZYQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,TF35,TF35,TF35,TF35,,TF35,,TF35,,TF35,TF35,TRUE,FALSE,FALSE,1030000200,FALSE,1609,10300,FALSE,10300-02030,1.03E+17
a170E0000060TZZQA2,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,TF40R,TF40R,TF40R,TF40R,,TF40R,,TF40R,,TF40R,TF40R,TRUE,FALSE,FALSE,1030000200,FALSE,1610,10300,FALSE,10300-02040,1.03E+17
a170E0000060TZaQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,TF50R,TF50R,TF50R,TF50R,,TF50R,,TF50R,,TF50R,TF50R,TRUE,FALSE,FALSE,1030000200,FALSE,1611,10300,FALSE,10300-02050,1.03E+17
a170E0000060TZbQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,TF60,TF60,TF60,TF60,,TF60,,TF60,,TF60,TF60,TRUE,FALSE,FALSE,1030000200,FALSE,1612,10300,FALSE,10300-02060,1.03E+17
a170E0000060TZcQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,TF70,TF70,TF70,TF70,,TF70,,TF70,,TF70,TF70,TRUE,FALSE,FALSE,1030000200,FALSE,1613,10300,FALSE,10300-02070,1.03E+17
a170E0000060TZdQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,TF80,TF80,TF80,TF80,,TF80,,TF80,,TF80,TF80,TRUE,FALSE,FALSE,1030000200,FALSE,1614,10300,FALSE,10300-03010,1.03E+17
a170E0000060TZeQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,TF100,TF100,TF100,TF100,,TF100,,TF100,,TF100,TF100,TRUE,FALSE,FALSE,1030000200,FALSE,1615,10300,FALSE,10300-03020,1.03E+17
a170E0000060TZfQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCQQA2,Serialzied,Model,KBT-EU,Tiller Accessories,Tiller Accessories,Tiller Accessories,Tiller Accessories,,Tiller Accessories,,Tiller Accessories,,Tiller Accessories,Tiller Accessories,TRUE,FALSE,FALSE,1030000200,FALSE,1616,10300,FALSE,10300-00000,1.03E+17
a170E0000060TZgQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCRQA2,Serialzied,Model,KBT-EU,XT760,XT760,XT760,XT760,,XT760,,XT760,,XT760,XT760,TRUE,FALSE,FALSE,1030000300,FALSE,1617,10300,FALSE,10300-00010,1.03E+17
a170E0000060TZhQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCRQA2,Serialzied,Model,KBT-EU,XT760W,XT760W,XT760W,XT760W,,XT760W,,XT760W,,XT760W,XT760W,TRUE,FALSE,FALSE,1030000300,FALSE,1618,10300,FALSE,10300-00020,1.03E+17
a170E0000060TZiQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCRQA2,Serialzied,Model,KBT-EU,D330XL,D330XL,D330XL,D330XL,,D330XL,,D330XL,,D330XL,D330XL,TRUE,FALSE,FALSE,1030000300,FALSE,1619,10300,FALSE,10300-00030,1.03E+17
a170E0000060TZjQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCRQA2,Serialzied,Model,KBT-EU,D430XL,D430XL,D430XL,D430XL,,D430XL,,D430XL,,D430XL,D430XL,TRUE,FALSE,FALSE,1030000300,FALSE,1620,10300,FALSE,10300-00040,1.03E+17
a170E0000060TZkQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCRQA2,Serialzied,Model,KBT-EU,D530XL,D530XL,D530XL,D530XL,,D530XL,,D530XL,,D530XL,D530XL,TRUE,FALSE,FALSE,1030000300,FALSE,1621,10300,FALSE,10300-00050,1.03E+17
a170E0000060TZlQAM,1.03E+17,,EUR,a0B0E000006jwTNUAY,KBT-EU,Machine,FALSE,a170E0000060TCRQA2,Serialzied,Model,KBT-EU,BS330,BS330,BS330,BS330,,BS330,,BS330,,BS330,BS330,TRUE,FALSE,FALSE,1030000300,FALSE,1622,10300,FALSE,10300-00060,1.03E+17
