VRM_SubCategory__c,VRM_External_Id__c,Name,VRM_Category__c,VRM_Failure_Resolution_Code__c,WOD_2__Status__c
0ZGVF0000002fGn4AI,Ancillary-Ancillary Valves-Coil Failure-Replace Component-1hr,FaultCode1,0ZGVF0000002fFB4AY,a85VF000000vQtpYAE,True
0ZGVF0000002fGn4AI,Ancillary-Ancillary Valves-Mis-manufactured-Replace Component-1hr,FaultCode2,0ZGVF0000002fFB4AY,a85VF000000vQtqYAE,True
0ZGVF0000002fGn4AI,Ancillary-Ancillary Valves-Leaking-Replace Component-1hr,FaultCode3,0ZGVF0000002fFB4AY,a85VF000000vQtrYAE,True
0ZGVF0000002fGn4AI,Ancillary-Ancillary Valves-Won't close-Replace Component-1hr,FaultCode4,0ZGVF0000002fFB4AY,a85VF000000vQtsYAE,True
0ZGVF0000002fGn4AI,Ancillary-Ancillary Valves-Other -- Fill in Comments-Replace Component-1hr,FaultCode5,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
0ZGVF0000002fGn4AI,Ancillary-Ancillary Valves-Part Dimensions Incorrect-Replace Component-1hr,FaultCode6,0ZGVF0000002fFB4AY,a85VF000000vQtuYAE,True
0ZGVF0000002fGn4AI,Ancillary-Ancillary Valves-Shipment Damage-Replace Component-0hr,FaultCode7,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
0ZGVF0000002fGo4AI,Ancillary-Butterfly Valves-Coil Failure-Replace Component-1hr,FaultCode8,0ZGVF0000002fFB4AY,a85VF000000vQtpYAE,True
0ZGVF0000002fGo4AI,Ancillary-Butterfly Valves-Leaking-Replace Component-1hr,FaultCode9,0ZGVF0000002fFB4AY,a85VF000000vQtrYAE,True
0ZGVF0000002fGo4AI,Ancillary-Butterfly Valves-Won't close-Replace Component-1hr,FaultCode10,0ZGVF0000002fFB4AY,a85VF000000vQtsYAE,True
0ZGVF0000002fGo4AI,Ancillary-Butterfly Valves-Other -- Fill in Comments-Replace Component-1hr,FaultCode11,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
0ZGVF0000002fGo4AI,Ancillary-Butterfly Valves-Shipment Damage-Replace Component-0hr,FaultCode12,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
0ZGVF0000002fH14AI,Ancillary-Control Valves-Coil Failure-Replace Component-1hr,FaultCode13,0ZGVF0000002fFB4AY,a85VF000000vQtpYAE,True
0ZGVF0000002fH14AI,Ancillary-Control Valves-Leaking-Replace Component-1hr,FaultCode14,0ZGVF0000002fFB4AY,a85VF000000vQtrYAE,True
0ZGVF0000002fH14AI,Ancillary-Control Valves-Won't close-Replace Component-1hr,FaultCode15,0ZGVF0000002fFB4AY,a85VF000000vQtsYAE,True
0ZGVF0000002fH14AI,Ancillary-Control Valves-Other -- Fill in Comments-Replace Component-1hr,FaultCode16,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
0ZGVF0000002fH14AI,Ancillary-Control Valves-Shipment Damage-Replace Component-0hr,FaultCode17,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
0ZGVF0000002fH14AI,Ancillary-Control Valves-Will Not Rotate-Replace Component-1.5hr,FaultCode18,0ZGVF0000002fFB4AY,a85VF000000vQtwYAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Calibration changed/out of spec-Replace Component-1hr,FaultCode19,0ZGVF0000002fFB4AY,a85VF000000vQtxYAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Contact Points Burned-Replace Component-1hr,FaultCode20,0ZGVF0000002fFB4AY,a85VF000000vQtyYAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Contactor Chattering-Replace Component-1hr,FaultCode21,0ZGVF0000002fFB4AY,a85VF000000vQtzYAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Contactor Locked in-Replace Component-1hr,FaultCode22,0ZGVF0000002fFB4AY,a85VF000000vQu0YAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Contactor not pulling in-Replace Component-1hr,FaultCode23,0ZGVF0000002fFB4AY,a85VF000000vQu1YAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Disconnect Switch Fails Closed-Replace Component-1hr,FaultCode24,0ZGVF0000002fFB4AY,a85VF000000vQu2YAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Disconnect Switch Fails Open-Replace Component-1hr,FaultCode25,0ZGVF0000002fFB4AY,a85VF000000vQu3YAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Electrical Component Failure-Replace Component-1hr,FaultCode26,0ZGVF0000002fFB4AY,a85VF000000vQu4YAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Electrical Specs Not Met-Replace Component-1hr,FaultCode27,0ZGVF0000002fFB4AY,a85VF000000vQu5YAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Fuse Block Defective-Replace Component-1hr,FaultCode28,0ZGVF0000002fFB4AY,a85VF000000vQu6YAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Grounding Block Defective-Replace Component-1hr,FaultCode29,0ZGVF0000002fFB4AY,a85VF000000vQu7YAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Housing Damaged-Replace Component-1hr,FaultCode30,0ZGVF0000002fFB4AY,a85VF000000vQu8YAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Intermittent Operations-Replace Component-1hr,FaultCode31,0ZGVF0000002fFB4AY,a85VF000000vQu9YAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Leads corroded/broken-Replace Component-1hr,FaultCode32,0ZGVF0000002fFB4AY,a85VF000000vQuAYAU,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Other -- Fill in Comments-Replace Component-1hr,FaultCode33,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
0ZGVF0000002fGq4AI,Ancillary-Disconnect Panels-Shipment Damage-Replace Component-0hr,FaultCode34,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
0ZGVF0000002fGr4AI,Ancillary-Fertigation and Chemigation-Other -- Fill in Comments-Replace Component-1hr,FaultCode35,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
0ZGVF0000002fGr4AI,Ancillary-Fertigation and Chemigation-Shipment Damage-Replace Component-0hr,FaultCode36,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
0ZGVF0000002fGr4AI,Ancillary-Fertigation and Chemigation-Mis-manufactured-Replace Component-1hr,FaultCode37,0ZGVF0000002fFB4AY,a85VF000000vQtqYAE,True
0ZGVF0000002fGs4AI,Ancillary-Flowmeters-Cracked Liner-Replace Component-1hr,FaultCode38,0ZGVF0000002fFB4AY,a85VF000000vQuBYAU,True
0ZGVF0000002fGs4AI,Ancillary-Flowmeters-Electrical Component Failure-Replace Component-1hr,FaultCode39,0ZGVF0000002fFB4AY,a85VF000000vQu4YAE,True
0ZGVF0000002fGs4AI,Ancillary-Flowmeters-Flow not registering-Replace Component-1hr,FaultCode40,0ZGVF0000002fFB4AY,a85VF000000vQuCYAU,True
0ZGVF0000002fGs4AI,Ancillary-Flowmeters-Head Filling with Water-Replace Component-1hr,FaultCode41,0ZGVF0000002fFB4AY,a85VF000000vQuDYAU,True
0ZGVF0000002fGs4AI,Ancillary-Flowmeters-Other -- Fill in Comments-Replace Component-1hr,FaultCode42,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
0ZGVF0000002fGs4AI,Ancillary-Flowmeters-Signal Weak-Replace Component-1hr,FaultCode43,0ZGVF0000002fFB4AY,a85VF000000vQuEYAU,True
0ZGVF0000002fGt4AI,Ancillary-Generators and Engines-Contact Warranty Department - Not within-Contact Warranty Department-0hr,FaultCode44,0ZGVF0000002fFB4AY,a85VF000000vQuFYAU,True
0ZGVF0000002fGv4AI,Ancillary-Phase Converters-Other -- Fill in Comments-Replace Component-1hr,FaultCode45,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
0ZGVF0000002fGv4AI,Ancillary-Phase Converters-Shipment Damage-Replace Component-0hr,FaultCode46,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
0ZGVF0000002fGv4AI,Ancillary-Phase Converters-Mis-manufactured-Replace Component-1hr,FaultCode47,0ZGVF0000002fFB4AY,a85VF000000vQtqYAE,True
0ZGVF0000002fGw4AI,Ancillary-Pump Panels-Other -- Fill in Comments-Replace Component-1hr,FaultCode48,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
0ZGVF0000002fGw4AI,Ancillary-Pump Panels-Shipment Damage-Replace Component-0hr,FaultCode49,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
0ZGVF0000002fGw4AI,Ancillary-Pump Panels-Mis-manufactured-Replace Component-1hr,FaultCode50,0ZGVF0000002fFB4AY,a85VF000000vQtqYAE,True
0ZGVF0000002fH24AI,Ancillary-Pumping Options-Contact Warranty Department - Not within-Contact Warranty Department-0hr,FaultCode51,0ZGVF0000002fFB4AY,a85VF000000vQuFYAU,True
0ZGVF0000002fGx4AI,Ancillary-Ring Lock Fittings-Hose Pulled off-Replace Component-2hr,FaultCode52,0ZGVF0000002fFB4AY,a85VF000000vQuGYAU,True
0ZGVF0000002fGx4AI,Ancillary-Ring Lock Fittings-Hose Split-Replace Component-2hr,FaultCode53,0ZGVF0000002fFB4AY,a85VF000000vQuHYAU,True
0ZGVF0000002fGx4AI,Ancillary-Ring Lock Fittings-Insufficient Clamping Force-Replace Component-2hr,FaultCode54,0ZGVF0000002fFB4AY,a85VF000000vQuIYAU,True
0ZGVF0000002fGx4AI,Ancillary-Ring Lock Fittings-Mis-manufactured-Replace Component-2hr,FaultCode55,0ZGVF0000002fFB4AY,a85VF000000vQuJYAU,True
0ZGVF0000002fGx4AI,Ancillary-Ring Lock Fittings-Other -- Fill in Comments-Replace Component-1hr,FaultCode56,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
0ZGVF0000002fGx4AI,Ancillary-Ring Lock Fittings-Part Dimensions Incorrect-Replace Component-2hr,FaultCode57,0ZGVF0000002fFB4AY,a85VF000000vQuKYAU,True
0ZGVF0000002fGx4AI,Ancillary-Ring Lock Fittings-Shipment Damage-Replace Component-0hr,FaultCode58,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
0ZGVF0000002fGx4AI,Ancillary-Ring Lock Fittings-Ultraviolet Degradation-Replace Component-2hr,FaultCode59,0ZGVF0000002fFB4AY,a85VF000000vQuLYAU,True
0ZGVF0000002fGy4AI,Ancillary-Soft Starters-Signal Weak-Replace Component-2hr,FaultCode60,0ZGVF0000002fFB4AY,a85VF000000vQuMYAU,True
0ZGVF0000002fGy4AI,Ancillary-Soft Starters-Electrical Component Failure-Replace Component-2hr,FaultCode61,0ZGVF0000002fFB4AY,a85VF000000vQuNYAU,True
0ZGVF0000002fGy4AI,Ancillary-Soft Starters-Other -- Fill in Comments-Replace Component-1hr,FaultCode62,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Dent in Pipe-Replace Component-1hr,FaultCode63,0ZGVF0000002fFB4AY,a85VF000000vQuOYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Finish Appearance Faulty-Replace Component-1hr,FaultCode64,0ZGVF0000002fFB4AY,a85VF000000vQuPYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Flanges not Square-Replace Component-1hr,FaultCode65,0ZGVF0000002fFB4AY,a85VF000000vQuQYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Flanges Out of Time-Replace Component-1hr,FaultCode66,0ZGVF0000002fFB4AY,a85VF000000vQuRYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Galvanizing Bare Spots-Replace Component-1hr,FaultCode67,0ZGVF0000002fFB4AY,a85VF000000vQuSYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Galvanizing Quality-Replace Component-1hr,FaultCode68,0ZGVF0000002fFB4AY,a85VF000000vQuTYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Hitch ball bolt failed-Replace Component-1hr,FaultCode69,0ZGVF0000002fFB4AY,a85VF000000vQuUYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Hole in Pipe-Replace Component-1hr,FaultCode70,0ZGVF0000002fFB4AY,a85VF000000vQuVYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Mis-manufactured-Replace Component-1hr,FaultCode71,0ZGVF0000002fFB4AY,a85VF000000vQtqYAE,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Seam Split-Replace Component-1hr,FaultCode72,0ZGVF0000002fFB4AY,a85VF000000vQuWYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Seam Split-Weld In Field-1hr,FaultCode73,0ZGVF0000002fFB4AY,a85VF000000vQuXYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Shipment Damage-Replace Component-0hr,FaultCode74,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Galvanizing Excessive-Replace Component-1hr,FaultCode75,0ZGVF0000002fFB4AY,a85VF000000vQuYYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Hole in Pipe-Weld In Field-1hr,FaultCode76,0ZGVF0000002fFB4AY,a85VF000000vQuZYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Other -- Fill in Comments-Replace Component-1hr,FaultCode77,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Part Dimensions Incorrect-Replace Component-1hr,FaultCode78,0ZGVF0000002fFB4AY,a85VF000000vQtuYAE,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Weld Failure-Replace Component-1hr,FaultCode79,0ZGVF0000002fFB4AY,a85VF000000vQuaYAE,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Weld Failure-Weld In Field-1hr,FaultCode80,0ZGVF0000002fFB4AY,a85VF000000vQubYAE,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Weld Missing-Replace Component-1hr,FaultCode81,0ZGVF0000002fFB4AY,a85VF000000vQucYAE,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Weld Missing-Repair Component-1hr,FaultCode82,0ZGVF0000002fFB4AY,a85VF000000vQudYAE,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Hose Pulled off-Replace Component-2hr,FaultCode83,0ZGVF0000002fFB4AY,a85VF000000vQuGYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Hose Split-Replace Component-2hr,FaultCode84,0ZGVF0000002fFB4AY,a85VF000000vQuHYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Insufficient Clamping Force-Replace Component-2hr,FaultCode85,0ZGVF0000002fFB4AY,a85VF000000vQuIYAU,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Plug Removal-Remove Plugs-2hr,FaultCode86,0ZGVF0000002fFB4AY,a85VF000000vQueYAE,True
0ZGVF0000002fGz4AI,Ancillary-Steel Tubing-Ultraviolet Degradation-Replace Component-2hr,FaultCode87,0ZGVF0000002fFB4AY,a85VF000000vQuLYAU,True
0ZGVF0000002fH04AI,Ancillary-Variable Frequency Drives-Other -- Fill in Comments-Replace Component-1hr,FaultCode88,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
0ZGVF0000002fH04AI,Ancillary-Variable Frequency Drives-Shipment Damage-Replace Component-0hr,FaultCode89,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
0ZGVF0000002fH04AI,Ancillary-Variable Frequency Drives-Mis-manufactured-Replace Component-1hr,FaultCode90,0ZGVF0000002fFB4AY,a85VF000000vQtqYAE,True
0ZGVF0000002fH34AI,Control Technology-AgSense-Communication Failure-Replace Component-1hr,FaultCode91,0ZGVF0000002fFC4AY,a85VF000000vQufYAE,True
0ZGVF0000002fH34AI,Control Technology-AgSense-Electrical Component Failure-Replace Component-1hr,FaultCode92,0ZGVF0000002fFC4AY,a85VF000000vQu4YAE,True
0ZGVF0000002fH34AI,Control Technology-AgSense-Other -- Fill in Comments-Replace Component-1hr,FaultCode93,0ZGVF0000002fFC4AY,a85VF000000vQttYAE,True
0ZGVF0000002fH34AI,Control Technology-AgSense-Part Dimensions Incorrect-Replace Component-1hr,FaultCode94,0ZGVF0000002fFC4AY,a85VF000000vQtuYAE,True
0ZGVF0000002fH34AI,Control Technology-AgSense-Shipment Damage-Replace Component-0hr,FaultCode95,0ZGVF0000002fFC4AY,a85VF000000vQtvYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Shipment Damage-Replace Component-0hr,FaultCode96,0ZGVF0000002fFC4AY,a85VF000000vQtvYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-5 Volt Power Supply-Replace Component-1hr,FaultCode97,0ZGVF0000002fFC4AY,a85VF000000vQugYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Backlight Failure-Replace Component-1hr,FaultCode98,0ZGVF0000002fFC4AY,a85VF000000vQuhYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Calibration changed/out of spec-Replace Component-1hr,FaultCode99,0ZGVF0000002fFC4AY,a85VF000000vQtxYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Cold Solder Joint-Replace Component-1hr,FaultCode100,0ZGVF0000002fFC4AY,a85VF000000vQuiYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Communication Failure-Replace Component-1hr,FaultCode101,0ZGVF0000002fFC4AY,a85VF000000vQufYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Contact Points Burned-Replace Component-1hr,FaultCode102,0ZGVF0000002fFC4AY,a85VF000000vQtyYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Contactor not pulling in-Replace Component-1hr,FaultCode103,0ZGVF0000002fFC4AY,a85VF000000vQu1YAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Display Failure-Replace Component-1hr,FaultCode104,0ZGVF0000002fFC4AY,a85VF000000vQujYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Electrical Specs Not Met-Replace Component-1hr,FaultCode105,0ZGVF0000002fFC4AY,a85VF000000vQu5YAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Encoder Failure-Replace Component-1hr,FaultCode106,0ZGVF0000002fFC4AY,a85VF000000vQukYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-External Connection Failure-Replace Component-1hr,FaultCode107,0ZGVF0000002fFC4AY,a85VF000000vQulYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Harness Failure-Replace Component-1hr,FaultCode108,0ZGVF0000002fFC4AY,a85VF000000vQumYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Keypad Failure-Replace Component-1hr,FaultCode109,0ZGVF0000002fFC4AY,a85VF000000vQunYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Leads corroded/broken-Replace Component-1hr,FaultCode110,0ZGVF0000002fFC4AY,a85VF000000vQuAYAU,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Other -- Fill in Comments-Replace Component-1hr,FaultCode111,0ZGVF0000002fFC4AY,a85VF000000vQttYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-PCB Cracked-Replace Component-1hr,FaultCode112,0ZGVF0000002fFC4AY,a85VF000000vQuoYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Percent timer runs at 100% at all times-Replace Component-1hr,FaultCode113,0ZGVF0000002fFC4AY,a85VF000000vQupYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Pressure Reading Incorrect-Replace Component-1hr,FaultCode114,0ZGVF0000002fFC4AY,a85VF000000vQuqYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Relay Failure-Replace Component-1hr,FaultCode115,0ZGVF0000002fFC4AY,a85VF000000vQurYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Screen Failure-Replace Component-1hr,FaultCode116,0ZGVF0000002fFC4AY,a85VF000000vQusYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Trace Failure-Replace Component-1hr,FaultCode117,0ZGVF0000002fFC4AY,a85VF000000vQutYAE,True
0ZGVF0000002fH44AI,Control Technology-Complete Control Panels-Voltage Display Inconsistent-Replace Component-1hr,FaultCode118,0ZGVF0000002fFC4AY,a85VF000000vQuuYAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Cable End Failure-Replace Component-1hr,FaultCode119,0ZGVF0000002fFC4AY,a85VF000000vQuvYAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Calibration changed/out of spec-Replace Component-1hr,FaultCode120,0ZGVF0000002fFC4AY,a85VF000000vQtxYAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Contact Points Burned-Replace Component-1hr,FaultCode121,0ZGVF0000002fFC4AY,a85VF000000vQtyYAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Contactor Chattering-Replace Component-1hr,FaultCode122,0ZGVF0000002fFC4AY,a85VF000000vQtzYAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Contactor Locked in-Replace Component-1hr,FaultCode123,0ZGVF0000002fFC4AY,a85VF000000vQu0YAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Contactor not pulling in-Replace Component-1hr,FaultCode124,0ZGVF0000002fFC4AY,a85VF000000vQu1YAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Electrical Component Failure-Replace Component-1hr,FaultCode125,0ZGVF0000002fFC4AY,a85VF000000vQu4YAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Electrical Specs Not Met-Replace Component-1hr,FaultCode126,0ZGVF0000002fFC4AY,a85VF000000vQu5YAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Excessive Steering-Replace Component-1.5hr,FaultCode127,0ZGVF0000002fFC4AY,a85VF000000vQuwYAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Fuse Block Defective-Replace Component-1hr,FaultCode128,0ZGVF0000002fFC4AY,a85VF000000vQu6YAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Grounding Block Defective-Replace Component-1hr,FaultCode129,0ZGVF0000002fFC4AY,a85VF000000vQu7YAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Housing Damaged-Replace Component-1hr,FaultCode130,0ZGVF0000002fFC4AY,a85VF000000vQu8YAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Inconsistent Position-Replace Component-1hr,FaultCode131,0ZGVF0000002fFC4AY,a85VF000000vQuxYAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Incorrect Resistance Reading-Replace Component-1hr,FaultCode132,0ZGVF0000002fFC4AY,a85VF000000vQuyYAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Intermittent Operations-Replace Component-1hr,FaultCode133,0ZGVF0000002fFC4AY,a85VF000000vQu9YAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Leads corroded/broken-Replace Component-1hr,FaultCode134,0ZGVF0000002fFC4AY,a85VF000000vQuAYAU,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Other -- Fill in Comments-Replace Component-1hr,FaultCode135,0ZGVF0000002fFC4AY,a85VF000000vQttYAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Resolver Input Error-Replace Component-1hr,FaultCode136,0ZGVF0000002fFC4AY,a85VF000000vQuzYAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Resolver Volts Incorrect-Replace Component-1hr,FaultCode137,0ZGVF0000002fFC4AY,a85VF000000vQv0YAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Shipment Damage-Replace Component-0hr,FaultCode138,0ZGVF0000002fFC4AY,a85VF000000vQtvYAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Signal Weak-Replace Component-1hr,FaultCode139,0ZGVF0000002fFC4AY,a85VF000000vQuEYAU,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Won't Break Safety-Replace Component-1hr,FaultCode140,0ZGVF0000002fFC4AY,a85VF000000vQv1YAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Won't Hold Safety-Replace Component-1hr,FaultCode141,0ZGVF0000002fFC4AY,a85VF000000vQv2YAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Won't Steer Forward-Replace Component-1.5hr,FaultCode142,0ZGVF0000002fFC4AY,a85VF000000vQv3YAE,True
0ZGVF0000002fH54AI,Control Technology-Control Panel Options-Won't Steer Reverse-Replace Component-1.5hr,FaultCode143,0ZGVF0000002fFC4AY,a85VF000000vQv4YAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Cable End Failure-Replace Component-1hr,FaultCode144,0ZGVF0000002fFC4AY,a85VF000000vQuvYAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Calibration changed/out of spec-Replace Component-1hr,FaultCode145,0ZGVF0000002fFC4AY,a85VF000000vQtxYAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Contact Points Burned-Replace Component-1hr,FaultCode146,0ZGVF0000002fFC4AY,a85VF000000vQtyYAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Contactor Chattering-Replace Component-1hr,FaultCode147,0ZGVF0000002fFC4AY,a85VF000000vQtzYAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Contactor Locked in-Replace Component-1hr,FaultCode148,0ZGVF0000002fFC4AY,a85VF000000vQu0YAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Contactor not pulling in-Replace Component-1hr,FaultCode149,0ZGVF0000002fFC4AY,a85VF000000vQu1YAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Electrical Component Failure-Replace Component-1hr,FaultCode150,0ZGVF0000002fFC4AY,a85VF000000vQu4YAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Electrical Specs Not Met-Replace Component-1hr,FaultCode151,0ZGVF0000002fFC4AY,a85VF000000vQu5YAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Excessive Steering-Replace Component-1.5hr,FaultCode152,0ZGVF0000002fFC4AY,a85VF000000vQuwYAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Fuse Block Defective-Replace Component-1hr,FaultCode153,0ZGVF0000002fFC4AY,a85VF000000vQu6YAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Grounding Block Defective-Replace Component-1hr,FaultCode154,0ZGVF0000002fFC4AY,a85VF000000vQu7YAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Housing Damaged-Replace Component-1hr,FaultCode155,0ZGVF0000002fFC4AY,a85VF000000vQu8YAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Inconsistent Position-Replace Component-1hr,FaultCode156,0ZGVF0000002fFC4AY,a85VF000000vQuxYAE,True
0ZGVF0000002fHA4AY,Control Technology-Control Panel Repair-Incorrect Resistance Reading-Replace Component-1.5hr,FaultCode157,0ZGVF0000002fFC4AY,a85VF000000vQv5YAE,True
