WOD_2__Policy_Filter_Condition__c,WOD_2__Transfer_Fee__c,Mark_Policy_As_Primary_HDI__c,Coverage_transfer_window_period_fromdate__c,WOD_2__Coverage_Based_On__c,EWP_End_WP_from_Shipment_Date_HDI__c,WOD_2__Sub_Type__c,Machine_Hours_Energy_Units_Covered_HDI__c,WOD_2__Transferable_Month__c,Comments__c,Policy_Name_HDI__c,WOD_2__Months_Covered_From__c,Job_Code_Group_HDI__c,Build_Date_Applicable_HDI__c,Is_Third_Party_Policy_HDI__c,WOD_2__Description__c,WOD_2__Pricebook_Type__c,Name,WOD_2__Terms_Condition__c,Business_Unit_HDI__c,Customer_Type__c,WOD_2__Is_Policy_Optional__c,WOD_2__Type__c,Installer_Certification_Status_HDI__c,Is_Policy_Displayed_To_Internal_Users_On__c,WOD_2__Active_From__c,Registration_Price__c,WOD_2__Status__c,Limit_of_Liability_HDI__c,WOD_2__Business_Units__c,Is_Attachment_Mandatory_HDI__c,WOD_2__Days_Covered__c,WOD_2__Inclusion__c,Months_Covered_From_Invoice_Date_HDI__c,WOD_2__Transferable__c,WOD_2__Months_Covered__c,WOD_2__Days_Covered_From__c,Maxi_number_of_transfer_to_end_customers__c,WOD_2__Category_To_Apply_Degradation__c,Is_Policy_Applicable_for_DR_HDI__c,WOD_2__Active_Until__c,EWP_Start_WP_from_Delivery_Date_HDI__c,WOD_2__Exclusion__c,WOD_2__Expression__c,Months_Covered_From_Shipment_HDI__c,Months_Covered_FRM_OriginalDate_HDI__c,Ownership_State_HDI__c,WOD_2__Priority__c,Forced_Selection_Needed_During_DR_HDI__c,External_ID_HDI__c,Months_Covered_From_Build_Date_HDI__c,Policy_Group_Name_HDI__c,Item_Condition_HDI__c,WOD_2__Default_Policy_Definition__c,WOD_2__Extended_Policy_Cost__c,EWP_End_WP_from_Delivery_Date_HDI__c
OR,0.0,False,,,99999.0,,1000.0,,,Extended Stock 6 Months or 1000 Hours Full machine Distance Labour Parts,,,False,False,Extended Stock 6 Months or 1000 Hours Full machine Distance Labour Parts,,EXT-ST-6-1000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,72.0,True,6.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,200.0,False,110000000018240,0.0,FULL;PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,2000.0,,,Extended Stock 12 Months or 2000 Hours Full machine Distance Labour Parts,,,False,False,Extended Stock 12 Months or 2000 Hours Full machine Distance Labour Parts,,EXT-ST-12-2000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,72.0,True,12.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,201.0,False,110000000018260,0.0,DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,4000.0,,,Extended Stock 24 Months or 4000 Hours Full machine Distance Labour Parts,,,False,False,Extended Stock 24 Months or 4000 Hours Full machine Distance Labour Parts,,EXT-ST-24-4000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,72.0,True,24.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,202.0,False,110000000018280,0.0,DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,6000.0,,,Extended Stock 36 Months or 6000 Hours Full machine Distance Labour Parts,,,False,False,Extended Stock 36 Months or 6000 Hours Full machine Distance Labour Parts,,EXT-ST-36-6000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,72.0,True,36.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,203.0,False,110000000018300,0.0,DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,8000.0,,,Extended Stock 48 Months or 8000 Hours Full machine Distance Labour Parts,,,False,False,Extended Stock 48 Months or 8000 Hours Full machine Distance Labour Parts,,EXT-ST-48-8000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,72.0,True,48.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,204.0,False,110000000018320,0.0,DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,10000.0,,,Extended Stock 60 Months or 10000 Hours Full machine Distance Labour Parts,,,False,False,Extended Stock 60 Months or 10000 Hours Full machine Distance Labour Parts,,EXT-ST-60-10000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,72.0,True,60.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,205.0,False,110000000018340,0.0,DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill Sales 00 Months or 0000 Hours Full Machine Distance Parts Labour,,,False,False,Goodwill Sales 00 Months or 0000 Hours Full Machine Distance Parts Labour,,GW-SL-00-0000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,Active,,EUROPE,False,,,72.0,True,0.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,234.0,False,110000000018860,0.0,DISTANCE_LABOUR_PARTS,NEW;REFURBISHED;PREOWNED,False,,0.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill Sales 00 Months or 0000 Hours Full Machine Parts,,,False,False,Goodwill Sales 00 Months or 0000 Hours Full Machine Parts,,GW-SL-00-0000-FULL-P,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,Active,,EUROPE,False,,,72.0,True,0.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Dealer Rental,235.0,False,110000000018880,0.0,PARTS ONLY,NEW,False,,0.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill Sales 00 Months or 0000 Hours Powertrain Distance Parts Labour,,,False,False,Goodwill Sales 00 Months or 0000 Hours Powertrain Distance Parts Labour,,GW-SL-00-0000-POWERTRAIN-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,Active,,EUROPE,False,,,72.0,True,0.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Dealer Rental,236.0,False,110000000018900,0.0,DISTANCE_LABOUR_PARTS,NEW,False,,0.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill Sales 00 Months or 0000 Hours Powertrain Parts,,,False,False,Goodwill Sales 00 Months or 0000 Hours Powertrain Parts,,GW-SL-00-0000-POWERTRAIN-P,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,Active,,EUROPE,False,,,72.0,True,0.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Dealer Rental,237.0,False,110000000018920,0.0,PARTS ONLY,NEW,False,,0.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill Sales 00 Months or 0000 Hours Engine Distance Parts Labour,,,False,False,Goodwill Sales 00 Months or 0000 Hours Engine Distance Parts Labour,,GW-SL-00-0000-ENGINE-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,Active,,EUROPE,False,,,72.0,True,0.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Dealer Rental,238.0,False,110000000018940,0.0,DISTANCE_LABOUR_PARTS,NEW,False,,0.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill Sales 00 Months or 0000 Hours Engine Parts,,,False,False,Goodwill Sales 00 Months or 0000 Hours Engine Parts,,GW-SL-00-0000-ENGINE-P,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,Active,,EUROPE,False,,,72.0,True,0.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Dealer Rental,239.0,False,110000000018960,0.0,PARTS ONLY,NEW,False,,0.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill Sales 00 Months or 0000 Hours Tires & Tracks Distance Parts Labour,,,False,False,Goodwill Sales 00 Months or 0000 Hours Tires & Tracks Distance Parts Labour,,GW-SL-00-0000-TIRES & TRACKS-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,Active,,EUROPE,False,,,72.0,True,0.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Dealer Rental,240.0,False,110000000018980,0.0,DISTANCE_LABOUR_PARTS,NEW,False,,0.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill Sales 00 Months or 0000 Hours Tires & Tracks Parts,,,False,False,Goodwill Sales 00 Months or 0000 Hours Tires & Tracks Parts,,GW-SL-00-0000-TIRES & TRACKS-P,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,Active,,EUROPE,False,,,72.0,True,0.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Dealer Rental,241.0,False,110000000019000,0.0,PARTS ONLY,NEW,False,,0.0
OR,0.0,False,,,99999.0,,1500.0,,,Standard 12 Month/1500 Hour Warranty,,STANDARD_FULL,False,False,Standard 12 Month/1500 Hour Warranty,,STD-S-12-1500-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",False,STANDARD,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,12.0,,,,True,2060-01-01,0.0,,,999.0,12.0,First Owner,100.0,False,110000000019020,0.0,FULL;PARTS_LABOR,NEW;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,2000.0,,,Standard 12 Monht/2000 Hour Warranty,,STANDARD_FULL,False,False,Standard 12 Monht/2000 Hour Warranty,,STD-S-12-2000-FULL-LP,Added DA models,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",False,STANDARD,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,12.0,,,,True,2060-01-01,0.0,,,999.0,12.0,First Owner,101.0,False,110000000019040,0.0,PARTS_LABOR,NEW;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,3000.0,,,Standard 60 Month/3000 Hour Emissions Warranty,,Emissions,False,False,Standard 60 Month/3000 Hour Emissions Warranty,,STD-S-60-3000-EMISSIONS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",False,STANDARD,ANY,False,2012-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,60.0,,,,True,2060-01-01,0.0,,,999.0,60.0,First Owner,103.0,False,110000000019060,0.0,PARTS_LABOR,NEW;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,99999.0,,,Standard 12 Month Attachment Warranty,,STANDARD_FULL,False,False,Standard 12 Month Attachment Warranty,,STD-S-12-99999-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,STANDARD,ANY,False,2010-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,12.0,,,,True,2060-01-01,0.0,,,999.0,12.0,First Owner,102.0,False,110000000019080,0.0,PARTS_LABOR,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,2000.0,,,Standard Demo Consignment 12 Months or 2000 Hours Full machine No Engine Distance Labour Parts,,,False,False,Standard Demo Consignment 12 Months or 2000 Hours Full machine No Engine Distance Labour Parts,,STD-DC-12-2000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,STANDARD,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,14.0,True,12.0,,,,True,2060-01-01,0.0,,,0.0,0.0,First Owner,104.0,False,110000000019200,0.0,DISTANCE_LABOUR_PARTS,CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,2000.0,,,Standard Demo Consignment 12 Months or 2000 Hours Full machine Distance Labour Parts,,,False,False,Standard Demo Consignment 12 Months or 2000 Hours Full machine Distance Labour Parts,,STD-DC-12-2000-FULL_NO_ENG-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,STANDARD,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,14.0,True,12.0,,,,True,2060-01-01,0.0,,,0.0,0.0,First Owner,105.0,False,110000000019220,0.0,DISTANCE_LABOUR_PARTS,CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,1500.0,,,Standard Standard 12 Months or 1500 Hours Full machine Distance Labour Parts,,,False,False,Standard Standard 12 Months or 1500 Hours Full machine Distance Labour Parts,,STD-S-12-1500-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,STANDARD,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,18.0,True,12.0,,,,True,2013-12-31,0.0,,,0.0,0.0,First Owner,106.0,False,110000000019240,0.0,DISTANCE_LABOUR_PARTS,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,9999.0,,,Standard Standard 12 Months Full machine Distance Labour Parts,,,False,False,Standard Standard 12 Months Full machine Distance Labour Parts,,STD-S-12-0000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,STANDARD,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,18.0,True,12.0,,,,True,2060-01-01,0.0,,,0.0,0.0,First Owner,107.0,False,110000000019260,0.0,DISTANCE_LABOUR_PARTS,NEW,False,,99999.0
OR,0.0,False,,,0.0,,6000.0,,,Extended Standard 36 Months or 6000 Hours Full machine Distance Labour Parts,,,False,False,Extended Standard 36 Months or 6000 Hours Full machine Distance Labour Parts,,EXT-S-36-6000-FULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2009-01-01,,Active,,EUROPE,False,,,0.0,True,36.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,301.0,False,110000000019280,0.0,FULL;PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,0.0,,8000.0,,,Extended Standard 48 Months or 8000 Hours Full machine Distance Labour Parts,,,False,False,Extended Standard 48 Months or 8000 Hours Full machine Distance Labour Parts,,EXT-S-48-8000-FULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2009-01-01,,Active,,EUROPE,False,,,72.0,True,48.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,302.0,False,110000000019300,0.0,FULL;PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,0.0,,10000.0,,,Extended Standard 60 Months or 10000 Hours Full machine Distance Labour Parts,,,False,False,Extended Standard 60 Months or 10000 Hours Full machine Distance Labour Parts,,EXT-S-60-10000-FULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2009-01-01,,Active,,EUROPE,False,,,72.0,True,60.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,303.0,False,110000000019320,0.0,FULL;PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,4000.0,,,Extended Standard 24 Months or 4000 Hours Full machine Parts,,,False,False,Extended Standard 24 Months or 4000 Hours Full machine Parts,,EXT-S-24-4000-FULL-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,72.0,True,24.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,310.0,False,110000000019340,0.0,FULL;PARTS;PARTS ONLY,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,6000.0,,,Extended Standard 36 Months or 6000 Hours Full machine Parts,,,False,False,Extended Standard 36 Months or 6000 Hours Full machine Parts,,EXT-S-36-6000-FULL-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,72.0,True,36.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,311.0,False,110000000019360,0.0,FULL;PARTS;PARTS ONLY,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,8000.0,,,Extended Standard 48 Months or 8000 Hours Full machine Parts,,,False,False,Extended Standard 48 Months or 8000 Hours Full machine Parts,,EXT-S-48-8000-FULL-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,72.0,True,48.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,312.0,False,110000000019380,0.0,FULL;PARTS;PARTS ONLY,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,10000.0,,,Extended Standard 60 Months or 10000 Hours Full machine Parts,,,False,False,Extended Standard 60 Months or 10000 Hours Full machine Parts,,EXT-S-60-10000-FULL-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,72.0,True,60.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,313.0,False,110000000019400,0.0,FULL;PARTS;PARTS ONLY,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,4000.0,,,Extended Standard 24 Months or 4000 Hours Powertrain Distance Labour Parts,,,False,False,Extended Standard 24 Months or 4000 Hours Powertrain Distance Labour Parts,,EXT-S-24-4000-POWERTRAIN-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Inactive,,EUROPE,False,,,72.0,True,24.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,320.0,False,110000000019420,0.0,PARTS_LABOR_TRAVEL;TRANSMISSION;DISTANCE_LABOUR_PARTS;DRIVELINE,NEW;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
